0,1,2,3,4,5,6,7
0,7,250,254,255,254,255,255
255,29,248,255,235,255,255,255
255,4,235,254,252,255,255,255
238,13,234,253,254,254,252,250
0,4,252,255,251,254,254,255
0,3,253,254,255,255,255,255
0,8,252,254,255,254,254,254
255,1,254,255,251,255,255,255
255,13,252,255,254,255,255,255
0,3,243,255,254,251,251,253
0,15,249,254,254,255,255,255
0,3,248,253,252,247,251,255
0,2,244,254,254,253,249,254
1,6,240,254,254,253,254,254
255,2,251,254,246,246,255,255
0,14,245,254,253,254,254,254
0,9,253,255,253,254,254,254
0,7,247,249,254,254,253,254
255,2,184,255,249,62,255,255
0,10,254,254,253,255,254,255
0,12,240,252,243,246,253,253
0,3,246,255,255,255,255,255
1,2,252,255,254,254,255,255
0,2,253,255,252,254,253,253
0,6,246,255,251,255,255,255
0,2,247,255,255,253,254,255
0,2,247,252,252,228,253,252
255,0,255,255,255,255,255,255
0,10,249,251,249,253,254,254
251,0,253,255,255,254,251,254
0,7,241,255,252,253,254,255
0,13,252,254,254,246,252,253
0,5,249,255,251,249,255,255
0,4,253,255,252,254,255,255
0,12,253,254,251,255,255,255
0,2,252,255,255,255,255,255
0,7,242,252,249,246,253,253
0,20,254,254,255,249,255,254
255,4,247,255,255,255,253,254
0,13,254,254,254,253,253,253
0,2,253,255,255,253,253,254
0,6,249,254,251,248,249,243
0,5,246,253,254,253,254,254
0,3,251,255,254,253,255,255
255,6,252,255,254,255,255,253
0,5,253,255,252,255,255,255
124,0,255,255,255,255,254,254
0,6,252,254,252,253,253,255
1,2,253,255,255,254,253,255
0,6,250,255,255,255,255,255
255,2,246,253,255,255,254,253
0,3,251,254,254,254,255,254
0,10,233,254,252,254,254,254
0,28,251,255,254,254,255,255
255,0,253,255,255,253,254,255
255,1,253,255,254,253,255,255
255,1,255,255,255,255,255,255
0,16,254,255,254,253,255,255
0,9,249,254,251,249,255,253
255,0,251,255,255,255,254,253
1,4,240,255,254,254,253,254
0,1,254,254,254,255,250,254
255,1,251,255,253,254,255,255
255,2,253,255,255,255,255,255
255,65,239,252,249,253,255,255
0,20,252,254,249,254,254,254
0,1,252,255,254,254,254,253
0,6,253,255,254,255,255,255
0,14,248,254,253,254,254,254
0,11,245,254,253,255,253,255
0,7,254,254,251,255,255,255
0,11,230,253,251,253,249,253
0,34,241,255,251,254,255,255
0,7,251,254,252,255,255,255
218,0,254,255,255,255,255,254
0,5,251,252,252,249,253,250
0,6,253,255,253,255,255,255
255,236,223,254,230,247,255,255
0,12,254,255,255,255,255,255
77,2,251,254,255,253,254,254
0,4,253,253,255,253,254,254
255,3,253,255,255,255,255,254
255,5,254,255,255,255,255,255
174,1,249,255,251,253,254,255
255,0,254,255,254,254,255,253
0,13,250,254,252,229,253,248
0,4,246,255,252,253,254,254
255,89,241,254,253,254,255,255
0,1,252,255,255,252,251,252
0,3,252,254,252,253,254,255
0,2,253,255,255,255,254,254
0,9,251,254,254,254,255,255
255,141,182,254,230,244,255,255
255,22,246,255,255,251,255,255
0,5,252,255,253,253,254,255
0,12,250,255,250,255,255,255
255,0,254,255,253,251,254,255
255,0,252,255,255,255,255,255
140,1,253,255,249,254,255,255
0,4,254,255,253,254,255,254
0,3,251,255,253,254,254,254
3,2,250,255,253,252,253,253
255,0,249,255,254,246,255,255
0,2,248,254,252,254,255,254
0,5,247,254,253,249,253,249
0,18,251,255,251,254,255,255
0,44,249,255,251,254,255,255
0,1,240,255,254,254,253,254
0,1,250,255,254,250,251,254
0,14,251,255,254,255,255,255
255,0,254,255,255,255,255,255
255,3,254,255,255,255,255,255
0,5,231,252,251,243,249,252
196,3,245,255,252,254,252,254
255,0,255,255,255,255,254,255
207,1,249,255,255,254,252,252
0,3,254,254,254,254,255,255
0,34,251,255,249,254,255,255
254,1,254,255,253,254,252,254
255,1,253,255,244,254,255,254
0,2,252,254,254,255,254,255
0,2,251,255,255,255,254,253
255,2,253,255,255,255,255,253
0,14,248,255,255,255,255,255
255,0,255,255,255,255,255,255
255,10,254,255,255,255,255,255
255,4,254,255,255,255,254,255
